file,2theta_deg,intensity,FWHM_deg,prom_log10
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,42.9,253.771,0.060000000000002274,0.03255665805294653
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,43.03,242.186,0.19999999999999574,0.03539881975458403
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,43.34,238.427,0.18999999999999773,0.032564003939677066
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,43.67,240.867,0.14999999999999858,0.04097738245286858
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,43.75,237.896,0.14999999999999858,0.04128829358905764
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,43.88,240.579,0.09000000000000341,0.035547360231708645
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,44.02,242.172,0.0800000000000054,0.035348746758439145
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,44.36,264.146,0.3200000000000003,0.030382571389424656
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,44.42,278.122,0.12999999999999545,0.03437229980192556
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,44.89,707.983,0.21000000000000085,0.0870877134893151
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,45.5,250.376,0.0899999999999963,0.035578656717611075
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,45.62,242.862,0.20000000000000284,0.044365125054489904
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,45.74,229.365,0.21000000000000085,0.031672545116362937
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,45.89,227.624,0.18999999999999773,0.03763924762661687
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,45.96,227.036,0.3399999999999963,0.03478997285148033
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,46.13,236.513,0.06999999999999318,0.048818166334805485
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,46.4,214.165,0.13000000000000256,0.03145778608561603
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,46.81,207.959,0.2700000000000031,0.033189090168918654
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,47.13,206.081,0.1700000000000017,0.04332643369751651
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,47.39,205.088,0.4299999999999997,0.056806275344527
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,47.52,195.37,0.4399999999999977,0.04081668247912079
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,47.56,195.615,0.4399999999999977,0.04095601052136506
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,47.64,196.765,0.4399999999999977,0.047579184301957504
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,47.73,189.231,0.45000000000000284,0.03548184292581077
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,47.82,192.25,0.10999999999999943,0.04616321712323624
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,47.96,191.392,0.6400000000000006,0.04426051697162476
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,48.04,200.956,0.35999999999999943,0.056821904013480556
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,48.11,194.888,0.6200000000000045,0.05210740365410061
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,48.24,196.836,0.6200000000000045,0.04651162754132797
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,48.37,191.247,0.6400000000000006,0.04345584179797661
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,48.45,193.145,0.6200000000000045,0.051595886668536456
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,48.69,190.803,0.36000000000000654,0.04036139909567399
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,48.78,188.065,0.36000000000000654,0.04060878121868688
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,48.92,191.64,0.36000000000000654,0.04612610706200663
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,49.16,195.576,0.13000000000000256,0.03699094414148703
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,49.3,201.361,0.0800000000000054,0.05470335046379929
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,49.42,185.941,0.0799999999999983,0.04013352755599934
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,49.71,184.104,0.6700000000000017,0.03285485882576831
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,49.78,189.564,0.35999999999999943,0.04598173496716683
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,49.86,185.841,0.6499999999999986,0.03482761986026507
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,49.91,189.09,0.5600000000000023,0.03639282291501973
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,49.99,194.55,0.37000000000000455,0.041504264548438
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,50.5,290.391,0.5399999999999991,0.0582926639586744
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,51.05,182.794,0.13000000000000256,0.032264238074537085
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,51.2,187.918,0.10000000000000142,0.04481289983791656
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,51.46,176.629,0.10000000000000142,0.045590943690499056
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,51.64,173.571,0.0799999999999983,0.04070302098624604
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,51.76,175.053,0.10999999999999943,0.04675438930811907
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,51.91,172.732,0.10999999999999943,0.04510754296872106
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,52.06,168.082,0.060000000000002274,0.03924481523482551
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,52.18,173.018,0.09000000000000341,0.043847851945900906
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,52.34,167.911,0.14000000000000057,0.04324798364748082
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,52.41,170.119,0.05999999999999517,0.048539279740819424
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,52.52,168.202,0.10000000000000142,0.04915466506064056
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,52.66,171.079,0.0799999999999983,0.05630727561868832
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,52.77,167.028,0.060000000000002274,0.03162191934937499
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,52.92,168.549,0.259999999999998,0.04264632953267087
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,53.02,167.593,0.259999999999998,0.04063514332240354
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,53.09,171.432,0.25,0.05204716462116983
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,53.34,169.724,0.1700000000000017,0.04468264440184325
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,53.41,170.253,0.1600000000000037,0.05280446656083472
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,53.56,163.778,0.0899999999999963,0.04194291002258492
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,53.72,159.662,0.17999999999999972,0.03739868167281189
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,53.81,160.257,0.09000000000000341,0.038595398701938996
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,54.05,168.35,0.0799999999999983,0.057128053092870286
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,54.13,162.487,0.2600000000000051,0.036353504702395484
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,54.17,166.41,0.2600000000000051,0.03867701564221207
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,54.37,168.131,0.09999999999999432,0.042480716579405164
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,54.69,165.197,0.0799999999999983,0.03440730467295104
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,54.8,168.193,0.12999999999999545,0.04242571700673853
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,55.74,591.993,0.1700000000000017,0.08986013168541983
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,56.32,188.181,0.060000000000002274,0.0464689607940542
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,56.44,170.004,0.19999999999999574,0.03013679888049231
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,56.68,162.553,0.0899999999999963,0.050184888233748795
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,56.88,151.766,0.14999999999999858,0.032444719382795924
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,57.04,151.263,0.07000000000000028,0.0317460873921384
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,57.22,153.308,0.0899999999999963,0.044378482059872604
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,57.57,152.65,0.0899999999999963,0.040595712799617975
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,57.75,159.017,0.10999999999999943,0.0646394122454325
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,57.91,148.719,0.10000000000000142,0.05926540531886073
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,58.11,148.791,0.21000000000000085,0.05180828697512663
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,58.18,146.028,0.21999999999999886,0.041160709950357796
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,58.25,144.867,0.21999999999999886,0.03930291342413049
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,58.39,146.418,0.27999999999999403,0.040248115073921835
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,58.48,148.657,0.17999999999999972,0.04658612063108672
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,58.54,147.74,0.1600000000000037,0.050645992412644475
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,58.76,146.439,0.07000000000000028,0.04237718386972984
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,58.86,137.816,0.1600000000000037,0.034700270139677025
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,58.99,151.483,0.10000000000000142,0.0622657345622257
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,59.09,150.757,0.07000000000000028,0.06898164702399863
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,59.23,139.907,0.3399999999999963,0.03401525339785659
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,59.35,140.04,0.3200000000000003,0.04052902493798511
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,59.45,143.933,0.10000000000000142,0.04760272332619024
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,59.58,142.719,0.14000000000000057,0.053347033248287795
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,59.65,141.756,0.1599999999999966,0.04339646473282145
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,59.85,136.246,0.7199999999999989,0.03122160216726273
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,59.92,141.419,0.5900000000000034,0.04053998509870416
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,59.99,138.507,0.6400000000000006,0.03895660602024411
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,60.09,138.406,0.7199999999999989,0.03474065046270465
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,60.16,145.13,0.19999999999999574,0.060407108762224083
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,60.23,142.458,0.7199999999999989,0.03882376360721497
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,60.3,136.875,0.7199999999999989,0.03435250513365489
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,60.4,139.655,0.07000000000000028,0.03631602192541265
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,60.49,141.117,0.14000000000000057,0.041068249815474814
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,60.56,144.112,0.07000000000000028,0.06033505831348242
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,60.74,141.413,0.0799999999999983,0.04903439764999076
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,60.85,136.905,0.17999999999999972,0.03263107513036089
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,60.94,146.633,0.060000000000002274,0.05116222181678663
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,61.17,152.553,0.17999999999999972,0.06189994222015077
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,61.49,165.818,0.44999999999999574,0.0328932419267525
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,61.67,360.489,0.21999999999999886,0.1999882440290517
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,61.71,355.373,0.21999999999999886,0.19739194796850967
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,61.87,180.45,0.44999999999999574,0.032300416653857356
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,61.97,155.496,0.060000000000002274,0.03899225668478464
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,62.09,152.29,0.10999999999999943,0.03885170480323276
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,62.15,147.412,0.12000000000000455,0.03126929012499337
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,62.24,155.806,0.07000000000000028,0.05630771295407056
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,62.34,154.29,0.07000000000000028,0.03508002980231779
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,62.53,156.651,0.13000000000000256,0.057969235411977675
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,62.66,160.136,0.05999999999999517,0.05510385804295166
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,62.86,152.334,0.22999999999999687,0.0402445022640012
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,62.94,157.081,0.14999999999999858,0.048920243465652484
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,63.1,157.919,0.0799999999999983,0.05688291969374548
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,63.27,151.871,0.09000000000000341,0.033526929000972004
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,63.41,161.665,0.13000000000000256,0.05102806150140714
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,63.55,166.527,0.09000000000000341,0.07163252149696228
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,63.84,162.39,0.23000000000000398,0.05172248858280885
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,63.91,163.35,0.240000000000002,0.04557686117887401
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,64.06,172.241,0.21999999999999886,0.05145675211431108
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,64.14,168.789,0.23000000000000398,0.04341790044011051
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,64.23,167.436,0.2400000000000091,0.0352377301883922
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,64.42,177.9,0.39000000000000057,0.037832235878074605
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,64.59,181.534,0.4899999999999949,0.030466343209751882
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,64.7,185.012,0.480000000000004,0.03036825072970568
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,64.8,197.181,0.06999999999999318,0.03999604369947679
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,65.31,421.311,0.21999999999999886,0.05508799031542547
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,65.4,423.904,0.5699999999999932,0.045857066410868993
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,65.66,431.735,0.46999999999999886,0.03745001431228692
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,65.88,1466.559,0.20999999999999375,0.26861563018364104
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,66.04,557.395,0.45999999999999375,0.039029380600188415
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,66.44,569.459,0.18999999999999773,0.14308283377872624
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,66.67,369.113,0.060000000000002274,0.03263037080760975
BTO_Mapping_Theta2Theta_09-17-2025_001_04_-30-000_-30-000.xy,69.16,94334.602,0.20999999999999375,0.17194226696848205
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,21.26,559.312,0.1999999999999993,0.03009323113230076
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,21.37,571.162,0.19000000000000128,0.03716949815563801
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,21.97,830.214,0.2099999999999973,0.06675623715872786
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,22.03,849.204,0.1999999999999993,0.0800399745782652
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,23.13,528.783,0.21000000000000085,0.03169247041672145
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,23.47,520.449,0.10000000000000142,0.03391918131961893
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,23.84,514.533,0.08999999999999986,0.03476936567993581
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,24.34,505.731,0.23999999999999844,0.031268192134844594
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,24.95,488.217,0.25,0.033812995675760335
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,25.07,487.11,0.25,0.0313262776175331
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,25.13,490.473,0.25,0.03187313628375489
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,25.29,480.363,0.21999999999999886,0.033876339356881044
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,25.43,485.407,0.21999999999999886,0.03963309906365159
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,25.72,475.863,0.25,0.030141023651236797
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,25.83,485.217,0.16999999999999815,0.03053355169788904
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,26.04,474.725,0.28999999999999915,0.04255463710545275
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,26.13,467.183,0.5199999999999996,0.037745165857545
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,26.26,470.08,0.5199999999999996,0.037558050259199456
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,26.48,470.858,0.35999999999999943,0.04142230280059235
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,26.59,471.838,0.35999999999999943,0.04667148090780075
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,27.01,452.476,0.3500000000000014,0.03211517295042853
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,27.11,456.24,0.2799999999999976,0.03930369952147678
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,27.28,452.93,0.0799999999999983,0.03467539742165123
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,27.48,446.202,0.25,0.03265040961011595
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,28.11,447.86,0.10000000000000142,0.03755377872705512
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,28.22,445.502,0.17999999999999972,0.03248952148494023
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,28.31,458.427,0.07000000000000028,0.041352571835691715
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,28.61,432.08,0.1999999999999993,0.030912646541815317
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,28.93,440.066,0.1700000000000017,0.04092635851445019
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,29.18,437.372,0.259999999999998,0.035293104332173836
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,29.23,431.777,0.2699999999999996,0.031019915223344637
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,29.55,431.006,0.08999999999999986,0.031020900832263772
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,29.91,468.876,0.10999999999999943,0.044284350365512246
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,30.04,467.75,0.19000000000000128,0.0360663880655144
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,30.1,461.038,0.20000000000000284,0.03304144212851308
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,30.52,454.104,0.21000000000000085,0.03197099561235016
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,31.36,4102.182,0.1999999999999993,0.20481407426093864
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,32.45,415.486,0.13000000000000256,0.03927584763613317
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,32.71,394.813,0.0799999999999983,0.03890727131383484
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,33.1,372.573,0.07000000000000028,0.037202627676243896
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,33.64,351.727,0.12999999999999545,0.031311725566560006
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,33.94,342.366,0.12000000000000455,0.03623214817920012
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,34.06,343.306,0.25,0.0330512041331711
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,34.28,339.026,0.21999999999999886,0.03302671414497636
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,34.44,331.165,0.3499999999999943,0.03129149970542625
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,34.67,322.493,0.22999999999999687,0.03207533151687566
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,34.77,329.818,0.20000000000000284,0.041370660188913645
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,34.95,320.307,0.28999999999999915,0.03559945639449418
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,35.03,341.529,0.12999999999999545,0.053308458157792796
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,35.09,315.757,0.28999999999999915,0.031877204810774044
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,35.25,328.612,0.38000000000000256,0.04296306434589469
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,35.31,329.794,0.39000000000000057,0.039474000663277116
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,35.45,315.725,0.4100000000000037,0.03095138319479481
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,35.51,315.802,0.4100000000000037,0.03091341667735351
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,35.56,321.96,0.38000000000000256,0.0422492380670243
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,35.82,311.003,0.0899999999999963,0.039775478735123014
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,35.9,312.301,0.3200000000000003,0.0393773290942803
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,36.05,311.385,0.3200000000000003,0.03916807388177007
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,36.23,307.447,0.11999999999999744,0.03970500173207619
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,36.49,305.082,0.7700000000000031,0.03455307925069971
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,36.64,322.745,0.269999999999996,0.048719013924660486
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,36.83,321.255,0.0799999999999983,0.050362311991457326
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,37.01,313.401,0.21999999999999886,0.04802903590699575
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,37.07,310.394,0.23000000000000398,0.04290768056434635
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,37.12,303.828,0.5,0.03964870060515189
BTO_Mapping_Theta2Theta_09-17-2025_001_05_-15-000_-30-000.xy,37.21,301.675,0.5,0.0384345584487977
