X Coordinates,Y Coordinates,FWHM
-39.126,-8.316,0.3212524448497225
-39.126,8.316,0.3327845206157531
-32.361,-23.511,0.3303698705239544
-32.361,23.511,0.32855835186553584
-29.344,-6.237,0.33682592962248925
-29.344,6.237,0.3349271467561335
-24.271,-17.634,0.3483478588504002
-24.271,17.634,0.33544811168247873
-20.0,-34.641,0.3428989461595694
-20.0,34.641,0.3427030667097958
-19.563,-4.158,0.339861054902191
-19.563,4.158,0.348191654570245
-16.18,-11.756,0.34015832207876545
-16.18,11.756,0.34235882023559905
-15.0,-25.981,0.34431170930354094
-15.0,25.981,0.339728344842956
-10.0,-17.321,0.3392075487072558
-10.0,17.321,0.33657496158700156
-9.781,-2.079,0.34106108792210066
-9.781,2.079,0.33882429593054364
-8.09,-5.878,0.3447528979692966
-8.09,5.878,0.3412236372231333
-5.0,-8.66,0.34703024007769495
-5.0,8.66,0.34172386680151673
-4.181,-39.781,0.36176401316314394
-4.181,39.781,0.34893975804881916
-3.136,-29.836,0.3600377086659287
-3.136,29.836,0.3470727448482374
-2.091,-19.89,0.35223528566747864
-2.091,19.89,0.34298135517428396
-1.045,-9.945,0.34854693989449037
-1.045,9.945,0.34845088631073057
0.0,0.0,0.347060895634805
3.09,-9.511,0.35176076103715315
3.09,9.511,0.35115510551260376
6.18,-19.021,0.3559066817958598
6.18,19.021,0.35387622549979686
6.691,-7.431,0.352030175807999
6.691,7.431,0.34666012119883294
9.135,-4.067,0.3626508238846534
9.135,4.067,0.3577330833555708
9.271,-28.532,0.3621423160615713
9.271,28.532,0.34385893109518834
10.0,0.0,0.35527471204070493
12.361,-38.042,0.3766041351946696
12.361,38.042,0.36352569049827704
13.383,-14.863,0.3706074872960827
13.383,14.863,0.3553556774920479
18.271,-8.135,0.37361588613434277
18.271,8.135,0.36879240216950915
20.0,0.0,0.376676555195751
20.074,-22.294,0.37771952147303745
20.074,22.294,0.37235000682608227
26.765,-29.726,0.4045695536303241
26.765,29.726,0.37965913815246516
27.406,-12.202,0.3812685845656987
27.406,12.202,0.38695185823489975
30.0,0.0,0.391020567114787
36.542,-16.269,0.4194978343669003
36.542,16.269,0.3930446665264603
40.0,0.0,0.42572224075763704
